Attendance,Coding_Score,DSA_Score,Aptitude,Communication,Projects,Internships,CGPA,Placement_Status
90,30,24,40,94,3,3,5.59,Placed
81,33,61,22,72,1,0,9.74,Placed
99,79,97,36,69,2,0,9.55,Placed
53,40,85,34,74,1,0,8.72,Placed
86,84,82,49,99,1,1,5.49,Placed
75,51,70,92,29,2,3,6.09,Placed
69,75,81,34,23,2,1,7.82,Placed
83,77,82,20,76,5,2,6.73,Placed
78,99,30,67,45,0,2,6.37,Placed
43,21,42,20,36,5,3,8.71,Placed
73,51,91,83,91,4,0,9.44,Placed
87,59,64,27,41,4,2,7.51,Placed
68,70,26,50,26,2,0,8.02,Placed
86,46,54,72,78,5,2,6.49,Placed
44,88,38,50,74,4,0,5.22,Placed
96,51,90,36,77,1,0,5.24,Placed
88,60,32,51,51,2,3,5.3,Placed
74,59,40,39,20,0,1,7.68,Placed
75,41,66,50,42,0,1,8.43,Placed
44,69,86,35,72,1,3,9.21,Placed
55,88,92,31,81,1,3,8.0,Placed
69,85,95,59,82,3,3,5.92,Placed
42,22,65,36,30,2,0,8.9,Placed
70,21,78,34,75,1,2,7.8,Placed
95,23,88,97,61,0,1,6.08,Placed
40,87,67,30,34,4,0,8.11,Placed
91,58,66,53,66,3,3,5.71,Placed
65,64,63,69,34,4,1,7.27,Placed
71,30,50,76,77,5,0,8.44,Placed
83,84,84,73,38,3,1,7.92,Placed
65,33,37,71,68,3,1,9.7,Placed
63,66,83,46,78,0,1,7.72,Placed
94,87,81,56,25,1,1,6.09,Placed
81,56,68,28,58,2,3,9.43,Placed
51,83,74,46,47,0,2,9.76,Placed
47,29,78,73,32,5,2,5.87,Placed
82,33,67,43,57,4,1,5.56,Placed
65,88,73,46,73,2,3,5.14,Placed
56,69,60,68,88,4,3,7.97,Placed
97,81,22,47,68,4,1,5.01,Placed
57,89,48,82,97,5,1,7.01,Placed
54,30,64,93,43,5,1,8.9,Placed
85,96,34,41,81,0,3,6.65,Placed
54,55,28,25,53,0,3,8.71,Placed
83,38,94,32,30,4,3,5.85,Placed
72,40,55,81,35,4,1,5.1,Placed
74,34,77,94,71,5,0,9.24,Placed
70,62,77,87,98,5,2,9.16,Placed
70,56,94,98,77,4,0,6.58,Placed
99,37,33,82,35,0,2,7.73,Placed
66,62,73,65,86,5,0,7.76,Placed
74,33,21,75,29,3,1,8.16,Placed
83,60,72,51,32,3,1,9.15,Placed
50,96,79,66,65,3,1,8.72,Placed
88,73,33,73,96,2,3,6.09,Placed
98,91,84,29,31,4,1,7.63,Placed
84,95,94,94,26,3,1,8.49,Placed
47,46,21,83,29,3,3,6.74,Placed
90,41,34,69,48,5,1,7.11,Placed
47,50,29,80,98,4,2,6.34,Placed
42,25,59,97,27,1,3,8.36,Placed
78,65,57,67,86,2,1,6.71,Placed
66,50,96,95,90,0,1,7.41,Placed
57,47,97,100,39,1,2,8.89,Placed
97,63,33,76,54,0,1,6.61,Placed
96,28,100,52,83,3,1,9.52,Placed
46,43,44,71,24,0,3,6.17,Placed
78,53,65,53,32,1,2,6.59,Placed
46,60,69,47,26,4,1,5.04,Placed
89,80,96,71,86,5,2,8.88,Placed
79,25,95,74,59,2,3,5.68,Placed
57,24,91,98,97,1,0,7.3,Placed
80,44,62,31,73,3,0,5.33,Placed
53,47,99,80,44,3,3,5.14,Placed
84,37,35,81,48,5,2,9.87,Placed
85,43,59,36,41,5,1,8.67,Placed
100,54,32,98,87,5,1,9.05,Placed
43,72,51,43,50,3,2,6.54,Placed
40,32,89,32,59,2,2,5.84,Placed
88,90,54,39,23,1,2,6.22,Placed
93,67,20,96,59,3,3,6.76,Placed
97,31,35,85,74,5,0,9.9,Placed
66,55,21,98,93,2,0,6.54,Placed
62,44,99,89,99,5,0,9.49,Placed
69,24,60,59,37,2,2,9.95,Placed
83,99,27,85,42,3,0,8.34,Placed
92,29,23,45,60,3,2,8.08,Placed
51,93,95,42,24,5,1,6.21,Placed
64,68,75,94,74,4,1,8.88,Placed
76,64,49,49,88,3,0,7.84,Placed
45,28,100,89,44,4,0,9.18,Placed
90,49,59,36,55,5,1,6.47,Placed
64,74,42,85,44,2,3,5.96,Placed
91,58,86,88,97,1,1,6.29,Placed
70,67,33,87,68,3,2,8.66,Placed
72,75,66,56,42,2,1,8.64,Placed
51,69,99,37,90,2,2,5.1,Placed
57,46,63,22,93,2,1,9.87,Placed
94,91,86,99,67,4,2,9.4,Placed
98,81,100,21,51,4,3,9.03,Placed
78,74,56,61,46,2,0,9.2,Placed
70,71,62,25,53,3,0,9.01,Placed
73,45,20,24,95,4,2,6.37,Placed
75,85,78,47,55,2,3,8.33,Placed
73,75,75,77,95,4,2,7.28,Placed
66,33,78,22,75,4,0,5.43,Placed
56,99,76,30,30,0,1,8.99,Placed
56,77,33,63,70,3,2,7.09,Placed
86,61,20,63,29,4,3,9.72,Placed
83,32,69,82,57,2,1,6.02,Placed
84,46,67,98,75,4,2,5.09,Placed
99,55,61,22,62,3,3,9.28,Placed
76,49,82,63,59,0,1,9.12,Placed
87,53,42,91,75,0,3,9.16,Placed
74,95,41,62,77,0,2,9.79,Placed
94,36,62,27,50,4,2,9.36,Placed
71,74,42,68,58,4,0,8.15,Placed
88,51,86,56,93,1,3,9.3,Placed
95,26,69,45,61,4,2,6.1,Placed
86,30,22,30,38,3,3,8.01,Placed
45,98,46,20,57,5,2,5.74,Placed
95,82,78,64,87,3,3,5.24,Placed
53,69,61,73,38,0,1,8.74,Placed
53,52,58,56,47,5,2,7.01,Placed
89,96,68,51,49,0,0,8.37,Placed
49,45,48,67,76,5,3,5.44,Placed
85,26,77,48,35,3,2,6.4,Placed
62,79,79,74,42,5,3,9.45,Placed
64,51,70,76,88,2,0,7.55,Placed
97,90,97,82,83,2,3,9.83,Placed
94,67,98,54,56,5,1,9.7,Placed
93,84,62,37,95,2,1,7.23,Placed
69,52,23,50,80,3,3,7.1,Placed
70,56,23,53,39,0,3,7.11,Placed
62,30,59,96,76,2,1,6.49,Placed
44,60,80,46,46,0,0,8.94,Placed
81,25,93,55,24,3,2,6.99,Placed
86,84,39,50,57,5,2,6.72,Placed
73,62,74,66,51,2,1,9.57,Placed
95,36,72,75,24,5,0,9.31,Placed
42,53,79,23,93,5,0,5.35,Placed
87,51,59,94,66,3,0,5.39,Placed
84,96,84,92,95,5,3,9.17,Placed
45,31,90,33,60,4,1,8.74,Placed
68,55,71,74,29,2,2,7.35,Placed
67,31,85,72,85,3,0,6.4,Placed
69,94,72,71,69,4,1,8.54,Placed
41,67,37,67,71,2,2,5.08,Placed
81,99,28,55,41,5,1,8.46,Placed
40,43,93,43,83,3,2,9.28,Placed
60,55,81,50,99,4,3,5.87,Placed
49,28,52,27,65,0,1,9.38,Placed
74,69,68,24,59,3,2,7.26,Placed
55,47,90,95,31,2,3,8.67,Placed
72,63,41,53,78,2,2,9.14,Placed
40,44,61,97,53,2,0,5.08,Placed
97,41,48,84,81,5,1,9.19,Placed
45,88,72,72,59,3,3,6.51,Placed
53,31,46,66,29,4,1,5.04,Placed
62,85,67,45,54,3,2,7.67,Placed
45,64,46,99,87,4,2,8.19,Placed
84,35,82,90,97,2,2,9.38,Placed
91,99,27,93,86,2,0,9.58,Placed
75,68,62,66,86,0,3,7.3,Placed
88,99,42,47,88,1,0,7.94,Placed
59,88,93,31,90,5,0,8.66,Placed
52,88,28,53,69,1,2,5.64,Placed
78,42,59,40,33,5,2,7.87,Placed
87,50,26,95,33,1,0,7.58,Placed
49,80,44,57,31,0,2,8.62,Placed
45,45,51,30,62,5,2,6.81,Placed
94,26,28,61,48,0,1,5.29,Placed
59,57,21,77,76,4,0,8.36,Placed
46,26,98,72,66,4,2,8.32,Placed
60,60,78,72,75,1,2,6.63,Placed
96,58,35,91,43,4,0,5.71,Placed
100,98,96,54,63,1,0,7.08,Placed
83,30,99,33,22,3,0,9.59,Placed
87,68,68,98,31,0,0,9.48,Placed
96,87,36,40,52,1,0,7.02,Placed
49,73,84,36,39,5,0,8.16,Placed
71,65,71,41,68,4,3,9.77,Placed
41,87,44,100,54,3,0,8.73,Placed
40,64,92,49,37,5,2,7.46,Placed
88,36,90,100,78,0,1,5.79,Placed
41,25,79,54,91,2,3,8.68,Placed
56,44,91,79,35,1,2,5.44,Placed
61,43,25,62,85,5,0,8.53,Placed
49,100,86,71,22,3,0,6.44,Placed
41,42,43,53,21,3,2,9.24,Placed
96,81,53,77,71,5,2,5.21,Placed
77,22,52,30,84,5,2,7.18,Placed
84,53,46,24,32,3,2,8.14,Placed
62,75,37,48,85,4,3,7.65,Placed
99,85,76,68,64,3,1,5.37,Placed
64,26,73,36,37,4,0,9.42,Placed
46,44,91,68,21,2,3,9.15,Placed
57,77,30,93,98,0,1,7.54,Placed
53,62,35,52,86,4,2,8.65,Placed
75,41,92,57,59,0,0,6.3,Placed
91,92,26,66,49,2,3,5.64,Placed
55,95,65,31,72,3,1,8.2,Placed
92,92,62,48,36,5,3,7.47,Placed
91,91,52,85,86,3,3,9.17,Placed
61,68,39,95,41,2,1,9.36,Placed
50,87,41,88,20,0,1,5.77,Placed
63,46,25,75,85,4,2,7.14,Placed
86,58,74,82,72,5,3,7.51,Placed
79,71,55,61,90,1,3,9.87,Placed
86,55,93,61,93,3,2,5.73,Placed
54,65,45,30,81,2,2,8.42,Placed
85,62,96,100,40,4,3,6.37,Placed
85,78,55,31,28,5,2,9.85,Placed
64,40,74,76,61,0,0,8.95,Placed
79,83,74,52,62,1,2,8.07,Placed
62,60,29,65,75,2,0,8.06,Placed
68,87,96,74,50,5,0,9.57,Placed
43,92,46,64,84,1,0,9.18,Placed
65,44,24,30,61,4,3,8.26,Placed
49,42,55,38,36,4,2,8.8,Placed
90,47,59,96,41,3,3,7.05,Placed
43,92,100,86,52,3,0,9.77,Placed
91,84,24,55,21,1,1,9.55,Placed
75,20,29,62,48,3,1,6.87,Placed
96,87,71,71,82,0,2,6.63,Placed
57,73,22,64,51,4,1,9.46,Placed
42,98,75,82,54,5,3,8.16,Placed
48,83,37,26,100,2,1,6.98,Placed
84,58,99,93,28,0,1,8.55,Placed
92,64,72,76,100,5,1,9.02,Placed
63,25,41,30,65,2,1,7.79,Placed
95,22,83,78,63,2,1,5.45,Placed
50,69,43,73,53,1,2,6.99,Placed
81,85,54,56,70,0,3,7.81,Placed
89,22,81,63,30,5,0,8.04,Placed
44,78,81,67,67,0,1,7.86,Placed
84,55,58,32,59,4,1,6.7,Placed
83,32,74,55,99,4,1,7.6,Placed
83,51,86,63,93,3,2,7.2,Placed
67,64,68,60,94,0,3,5.09,Placed
60,58,98,53,46,5,2,6.11,Placed
89,75,88,80,83,0,2,9.3,Placed
91,92,42,38,20,4,2,8.84,Placed
94,26,82,71,50,2,0,6.73,Placed
63,95,79,79,35,0,0,5.55,Placed
100,62,52,79,78,1,2,8.07,Placed
56,50,29,53,88,3,1,5.86,Placed
100,66,79,84,63,3,2,5.52,Placed
61,54,82,59,32,3,2,9.38,Placed
63,79,47,99,60,1,1,9.3,Placed
74,66,67,64,90,0,2,7.43,Placed
78,58,82,66,84,0,3,7.01,Placed
49,87,53,100,35,1,3,5.84,Placed
53,58,76,20,58,0,3,5.51,Placed
65,95,76,32,52,5,3,8.35,Placed
71,51,57,35,91,2,2,7.86,Placed
42,86,47,83,56,2,3,5.19,Placed
69,23,44,97,69,0,0,5.39,Placed
62,98,23,25,33,3,0,9.7,Placed
69,93,54,93,24,3,3,8.5,Placed
51,87,60,60,32,3,1,5.55,Placed
91,66,94,50,90,4,3,7.23,Placed
83,51,65,45,74,3,1,6.84,Placed
83,65,87,96,72,0,3,5.29,Placed
48,37,88,88,47,2,0,9.84,Placed
54,64,33,44,98,0,0,6.36,Placed
43,97,79,59,41,3,2,9.88,Placed
54,75,71,48,60,3,3,7.21,Placed
92,28,54,86,22,1,0,8.32,Placed
98,78,49,66,100,3,2,7.8,Placed
49,69,23,85,42,2,1,9.74,Placed
82,73,50,80,95,2,0,5.71,Placed
72,86,69,74,94,0,0,9.05,Placed
83,36,45,41,29,2,1,6.61,Placed
50,68,30,33,94,3,1,9.21,Placed
91,99,59,70,60,3,2,8.15,Placed
57,68,67,47,43,2,2,6.4,Placed
99,29,34,86,32,5,2,5.43,Placed
64,77,44,85,22,5,2,5.72,Placed
53,90,89,32,95,1,3,9.19,Placed
86,74,85,58,32,4,2,9.31,Placed
100,30,53,68,37,1,0,9.73,Placed
56,86,51,45,51,2,2,9.87,Placed
97,32,34,43,76,1,1,9.56,Placed
40,45,20,85,81,3,2,7.34,Placed
70,25,93,21,73,5,3,7.18,Placed
74,50,79,68,38,5,2,5.01,Placed
66,81,28,73,43,0,3,5.74,Placed
58,89,87,86,70,4,0,8.28,Placed
46,84,69,93,48,0,1,9.43,Placed
82,40,69,58,62,3,2,8.07,Placed
69,58,33,95,98,0,3,5.19,Placed
85,49,97,22,69,2,0,9.83,Placed
86,82,21,49,58,1,2,9.07,Placed
47,96,77,26,35,4,0,8.69,Placed
63,91,93,32,44,3,1,7.9,Placed
69,21,79,55,42,0,2,9.61,Placed
44,96,51,70,37,2,1,7.01,Placed
40,37,42,34,74,4,0,7.75,Placed
72,78,66,55,85,0,1,9.32,Placed
99,97,49,45,67,4,1,8.78,Placed
92,58,44,99,30,0,3,6.81,Placed
55,61,30,81,59,2,2,6.89,Placed
53,64,35,23,40,5,0,6.52,Placed
98,31,39,89,51,1,0,7.86,Placed
63,85,94,81,92,4,0,9.66,Placed
61,97,78,32,83,3,0,9.29,Placed
84,23,44,24,64,3,3,9.54,Placed
97,93,58,29,36,2,3,5.02,Placed
45,70,52,89,49,5,2,6.04,Placed
68,69,91,53,34,4,3,8.82,Placed
65,78,79,75,27,0,3,6.4,Placed
59,61,95,78,49,0,3,8.8,Placed
42,49,48,42,53,4,3,8.74,Placed
86,77,62,83,53,2,0,8.9,Placed
59,89,55,88,25,4,2,8.5,Placed
68,47,34,89,31,2,3,5.1,Placed
61,57,40,81,26,3,2,9.09,Placed
85,58,81,72,35,0,0,5.26,Placed
76,80,70,59,77,2,2,8.37,Placed
62,73,63,79,39,4,3,5.76,Placed
64,93,46,57,84,2,2,9.72,Placed
83,23,46,94,21,4,2,9.78,Placed
64,87,64,73,21,3,3,8.62,Placed
86,96,43,72,28,1,1,9.66,Placed
90,90,80,24,99,3,3,9.45,Placed
68,96,67,79,25,5,1,7.85,Placed
97,72,38,68,48,3,3,7.95,Placed
96,76,28,30,27,3,1,9.94,Placed
47,36,90,96,73,1,1,8.3,Placed
42,72,89,41,56,1,1,6.16,Placed
83,50,26,38,47,4,1,6.26,Placed
64,22,71,23,68,4,2,8.54,Placed
83,20,71,98,64,5,1,5.95,Placed
68,88,70,61,37,4,2,5.45,Placed
72,63,51,81,26,0,3,9.31,Placed
56,52,87,91,63,2,3,8.9,Placed
61,51,33,34,94,5,0,6.28,Placed
63,64,59,38,87,0,2,6.24,Placed
68,72,58,36,66,2,0,7.4,Placed
95,74,90,87,77,4,3,5.14,Placed
51,25,49,95,36,1,0,6.25,Placed
44,81,24,31,99,5,2,7.8,Placed
66,46,95,93,36,4,3,7.83,Placed
89,81,40,86,83,1,0,6.26,Placed
50,59,92,66,72,1,0,7.37,Placed
82,93,70,59,58,0,3,5.04,Placed
52,43,89,91,84,0,3,5.02,Placed
60,30,25,42,87,3,2,6.69,Placed
45,39,22,38,40,5,0,5.41,Placed
96,82,66,58,66,2,0,6.99,Placed
73,83,99,37,28,0,2,7.03,Placed
48,79,60,22,32,2,1,7.03,Placed
83,93,77,52,55,1,0,6.15,Placed
86,70,27,81,88,2,2,8.67,Placed
99,44,45,21,93,2,3,5.71,Placed
55,91,47,70,88,5,0,7.13,Placed
90,31,53,62,77,4,1,6.15,Placed
65,82,29,54,88,2,0,8.1,Placed
69,20,32,66,25,5,0,7.83,Placed
71,97,81,36,23,4,1,6.75,Placed
76,36,25,35,91,1,2,5.63,Placed
54,39,92,77,20,2,1,8.77,Placed
77,63,84,40,95,0,2,7.68,Placed
100,100,67,61,35,0,3,9.21,Placed
91,97,76,30,56,4,1,9.87,Placed
97,79,62,78,58,5,0,9.97,Placed
59,43,58,91,79,1,3,5.79,Placed
48,64,96,30,86,4,1,8.47,Placed
51,58,93,80,77,1,3,8.54,Placed
69,81,41,53,58,1,2,5.99,Placed
96,63,58,99,79,4,3,5.82,Placed
95,68,66,80,34,2,3,8.76,Placed
94,59,48,86,25,1,0,8.81,Placed
54,54,88,22,57,1,2,7.35,Placed
95,73,26,100,23,5,0,7.84,Placed
40,96,28,73,65,3,1,7.39,Placed
48,56,41,71,68,5,1,5.63,Placed
56,96,39,24,48,3,1,5.27,Placed
88,30,54,100,27,0,2,5.74,Placed
55,33,34,78,43,1,3,6.55,Placed
44,53,82,62,73,4,0,9.39,Placed
80,28,86,54,36,4,1,6.09,Placed
61,98,87,54,77,2,1,5.79,Placed
74,51,61,98,73,5,3,9.56,Placed
70,81,30,65,51,4,0,8.95,Placed
50,75,40,58,79,5,1,7.01,Placed
40,25,45,38,97,4,0,7.87,Placed
85,27,75,58,78,3,0,9.32,Placed
81,59,58,38,77,4,3,6.25,Placed
87,61,60,53,26,5,2,5.88,Placed
55,35,71,99,83,4,1,8.62,Placed
87,27,75,76,66,2,1,8.11,Placed
59,49,93,71,95,0,2,6.6,Placed
53,95,43,64,42,4,3,7.79,Placed
54,62,78,45,51,4,0,9.46,Placed
55,22,81,49,55,2,1,8.15,Placed
93,46,26,43,49,3,2,5.51,Placed
51,39,57,80,52,0,2,5.95,Placed
92,78,40,27,50,1,2,5.22,Placed
98,29,71,26,36,1,1,6.63,Placed
92,23,82,31,66,2,2,7.67,Placed
71,26,95,54,26,2,1,5.76,Placed
81,58,63,70,59,0,0,7.97,Placed
50,67,67,31,36,2,1,7.55,Placed
92,24,82,86,29,4,0,9.22,Placed
92,64,22,64,48,5,2,8.06,Placed
56,28,98,80,34,2,3,9.29,Placed
60,65,83,35,70,3,1,5.87,Placed
72,100,36,55,72,1,0,9.2,Placed
67,35,72,37,29,5,2,9.46,Placed
85,75,50,60,36,0,0,7.29,Placed
100,29,60,25,57,1,0,6.57,Placed
75,69,84,65,73,4,3,7.3,Placed
44,59,44,47,74,0,0,8.73,Placed
77,24,33,25,30,2,3,8.66,Placed
94,26,47,96,39,3,0,7.69,Placed
53,24,55,70,34,3,1,7.77,Placed
47,72,85,80,88,5,2,5.44,Placed
92,65,73,96,25,2,0,8.3,Placed
64,62,71,91,88,1,3,7.39,Placed
73,24,21,81,39,5,3,5.78,Placed
40,90,34,57,77,1,1,7.29,Placed
62,73,56,22,79,4,1,8.64,Placed
85,23,88,48,26,3,3,9.76,Placed
73,96,94,100,92,2,0,8.21,Placed
62,56,97,90,46,3,3,9.46,Placed
56,69,81,53,92,0,3,6.89,Placed
72,73,77,67,28,4,2,8.81,Placed
97,32,30,74,58,2,3,5.23,Placed
82,97,66,71,46,2,1,9.63,Placed
45,84,26,100,76,1,1,5.08,Placed
42,37,64,87,64,3,2,8.79,Placed
53,50,80,81,81,1,0,8.39,Placed
46,68,83,91,81,0,1,9.2,Placed
46,67,56,90,81,5,1,5.06,Placed
46,38,53,27,37,2,2,6.69,Placed
41,27,63,57,95,0,0,8.33,Placed
77,90,46,92,83,3,3,6.18,Placed
72,81,37,59,68,0,3,6.07,Placed
52,56,51,87,48,5,0,5.14,Placed
77,30,57,48,60,1,2,8.09,Placed
54,22,82,55,33,3,3,6.57,Placed
57,72,69,39,85,4,3,8.47,Placed
62,32,86,97,68,1,1,6.68,Placed
68,61,100,71,27,0,1,5.64,Placed
42,36,48,56,24,2,3,8.72,Placed
68,33,43,66,30,5,2,7.59,Placed
87,25,53,33,86,5,1,8.86,Placed
72,21,63,28,72,3,3,5.22,Placed
74,34,43,47,94,1,3,7.64,Placed
58,55,82,98,24,4,3,9.0,Placed
66,30,61,37,80,3,2,9.15,Placed
91,56,58,58,39,0,1,5.8,Placed
56,91,39,52,88,4,3,5.96,Placed
44,51,79,50,79,0,2,6.83,Placed
54,29,34,88,24,5,1,6.9,Placed
64,100,95,35,53,0,1,8.35,Placed
66,20,69,30,23,2,3,9.65,Placed
90,31,84,92,35,0,1,8.67,Placed
94,68,96,38,58,5,3,7.05,Placed
75,47,57,28,25,1,2,5.39,Placed
45,45,28,86,33,0,0,6.56,Placed
100,63,30,49,40,2,0,7.22,Placed
77,20,59,59,77,0,2,7.07,Placed
76,55,26,69,78,0,2,8.3,Placed
72,78,87,47,28,0,1,5.52,Placed
91,65,69,54,60,3,1,9.73,Placed
49,78,61,80,96,2,0,7.27,Placed
57,23,48,47,77,2,2,8.09,Placed
77,98,87,77,20,4,1,6.23,Placed
46,49,70,98,56,0,1,9.08,Placed
65,58,29,20,69,0,1,5.84,Placed
88,77,64,49,28,5,0,6.74,Placed
99,70,50,31,24,0,0,9.98,Placed
78,71,62,57,72,0,1,6.61,Placed
65,24,69,56,22,0,2,7.2,Placed
100,86,71,79,96,2,3,8.87,Placed
80,94,86,95,54,4,2,7.58,Placed
69,21,51,71,33,0,0,9.61,Placed
69,79,20,29,76,3,1,8.27,Placed
60,93,59,96,45,1,0,7.22,Placed
46,34,29,76,33,4,3,9.16,Placed
42,55,98,23,41,0,2,6.43,Placed
45,65,62,95,74,3,2,6.14,Placed
54,86,58,92,72,5,2,6.87,Placed
50,49,92,33,81,5,0,9.09,Placed
86,49,66,51,20,0,2,8.09,Placed
91,94,94,43,69,5,3,9.9,Placed
53,69,34,98,81,5,3,6.18,Placed
69,47,92,58,74,5,1,6.37,Placed
71,39,45,91,64,4,3,9.29,Placed
82,51,99,39,81,5,3,7.77,Placed
82,31,53,30,50,2,1,8.96,Placed
97,81,97,69,76,0,3,5.03,Placed
63,91,32,81,49,2,3,8.04,Placed
47,35,69,37,63,0,3,8.49,Placed
77,91,98,44,67,2,3,6.51,Placed
53,95,88,96,77,0,0,9.69,Placed
82,100,61,66,82,0,1,8.0,Placed
55,52,36,80,32,5,3,6.99,Placed
87,94,39,66,61,1,0,6.65,Placed
79,42,69,26,20,0,0,8.92,Placed
90,34,27,30,61,3,0,7.08,Placed
94,94,78,44,91,2,2,9.84,Placed
87,99,100,85,30,1,0,9.28,Placed
40,26,91,85,37,5,1,7.65,Placed
59,68,93,99,26,5,3,7.39,Placed
52,47,29,27,53,5,2,7.65,Placed
71,79,100,51,100,3,2,9.85,Placed
86,73,28,97,37,1,0,8.86,Placed
73,90,37,37,22,3,1,8.75,Placed
73,70,56,35,81,3,0,8.19,Placed
80,48,23,39,44,3,2,8.82,Placed
84,100,75,97,50,3,1,6.58,Placed
80,98,95,28,72,3,3,6.37,Placed
93,51,38,48,93,5,0,8.57,Placed
86,49,42,63,37,4,1,9.43,Placed
80,71,78,33,42,3,1,7.31,Placed
56,97,99,92,61,1,1,6.57,Placed
98,98,73,52,53,2,2,8.8,Placed
55,100,74,89,75,4,0,9.36,Placed
96,34,29,59,48,1,0,7.13,Placed
41,97,86,23,61,4,3,7.39,Placed
93,62,60,64,96,5,0,8.85,Placed
98,69,41,81,87,3,0,5.86,Placed
62,93,32,39,22,5,2,9.77,Placed
55,79,41,34,72,1,3,6.98,Placed
41,47,38,44,61,4,2,5.36,Placed
90,20,42,99,60,2,3,7.34,Placed
54,78,93,45,97,2,3,9.26,Placed
60,64,28,92,38,2,3,6.35,Placed
45,29,28,81,47,3,3,5.06,Placed
85,87,74,38,65,3,3,9.31,Placed
46,33,40,66,91,2,1,6.03,Placed
41,21,89,25,66,3,1,5.16,Placed
100,85,38,93,41,5,2,9.97,Placed
75,37,85,79,48,1,0,5.2,Placed
70,86,87,45,30,1,3,6.15,Placed
67,65,57,89,64,1,1,5.01,Placed
48,20,28,98,77,0,2,5.69,Placed
70,52,28,75,40,3,3,8.81,Placed
53,100,70,61,28,1,2,6.77,Placed
45,22,22,66,30,0,0,8.09,Placed
84,88,52,36,36,3,1,6.04,Placed
43,21,46,73,21,3,1,5.65,Placed
60,24,39,87,49,0,1,8.35,Placed
83,38,55,45,78,2,1,7.87,Placed
67,93,38,91,23,4,0,9.36,Placed
85,70,48,35,74,3,3,9.18,Placed
70,59,21,51,46,0,2,6.87,Placed
98,52,28,22,69,0,3,6.95,Placed
77,79,20,23,89,2,2,8.94,Placed
61,90,23,32,62,5,0,7.45,Placed
59,38,94,72,41,4,0,7.93,Placed
58,32,35,65,20,2,0,8.27,Placed
91,72,98,93,73,0,1,5.61,Placed
93,40,62,67,40,5,1,8.48,Placed
48,90,26,61,84,4,1,9.92,Placed
81,76,58,50,64,2,0,9.77,Placed
94,59,83,71,42,2,1,7.98,Placed
42,33,31,34,62,1,2,6.6,Placed
83,75,43,79,77,5,1,7.01,Placed
54,30,76,55,88,4,0,9.85,Placed
41,52,65,88,84,0,3,5.59,Placed
74,75,28,59,36,1,1,6.84,Placed
84,62,57,66,96,1,0,6.63,Placed
90,65,92,72,76,2,3,7.48,Placed
78,31,33,44,77,4,1,5.09,Placed
59,62,79,72,38,3,2,6.63,Placed
95,33,31,69,20,4,2,9.84,Placed
76,79,24,33,64,5,1,5.91,Placed
89,46,45,68,86,4,3,5.3,Placed
98,85,45,54,78,3,0,5.65,Placed
72,93,86,95,99,5,1,5.04,Placed
98,83,55,69,33,5,0,8.74,Placed
86,93,97,81,93,4,1,7.33,Placed
80,62,70,26,48,1,3,8.74,Placed
96,86,65,38,85,2,3,7.56,Placed
46,89,53,50,93,3,3,8.48,Placed
43,92,21,20,80,1,3,7.94,Placed
79,94,98,58,55,2,3,8.42,Placed
81,52,59,55,34,0,3,7.01,Placed
97,41,74,37,69,5,2,6.42,Placed
54,58,77,65,92,0,3,5.15,Placed
91,53,51,63,94,5,1,9.6,Placed
73,62,100,92,26,3,3,6.82,Placed
94,60,77,84,48,5,3,6.65,Placed
82,90,29,68,81,4,2,9.98,Placed
53,59,24,82,46,0,3,8.26,Placed
46,79,79,69,32,5,1,6.58,Placed
41,100,20,82,85,4,1,6.94,Placed
50,39,44,45,84,2,2,5.07,Placed
97,44,72,94,95,4,2,5.65,Placed
75,62,25,43,48,0,1,9.65,Placed
83,70,60,45,40,3,1,6.57,Placed
82,62,35,56,99,3,1,6.31,Placed
84,26,44,37,36,1,2,7.41,Placed
44,57,74,98,62,0,1,8.55,Placed
60,67,64,77,25,1,0,5.2,Placed
47,80,52,29,44,3,2,6.33,Placed
99,66,92,55,80,3,0,8.83,Placed
46,90,92,51,96,0,1,7.39,Placed
86,21,73,61,23,3,3,5.52,Placed
49,41,39,89,50,5,0,6.82,Placed
58,56,73,91,65,1,0,9.68,Placed
63,67,61,63,94,2,0,5.63,Placed
66,47,62,74,20,3,3,7.44,Placed
74,97,59,47,49,5,1,7.44,Placed
94,44,93,96,27,2,3,5.18,Placed
73,42,51,71,92,3,1,9.74,Placed
67,92,22,43,43,1,0,7.82,Placed
63,63,22,71,33,3,0,7.16,Placed
100,79,23,28,63,5,0,5.86,Placed
43,46,94,46,52,2,0,7.29,Placed
78,80,40,34,68,1,0,7.76,Placed
52,50,49,95,29,5,1,7.89,Placed
64,98,38,34,20,2,1,5.12,Placed
45,40,42,73,25,0,1,9.42,Placed
72,49,79,76,55,1,3,8.9,Placed
60,56,99,91,61,3,3,8.95,Placed
97,90,38,27,71,1,1,5.79,Placed
82,86,23,30,41,3,0,9.51,Placed
56,73,73,66,84,4,2,5.69,Placed
96,54,82,72,21,4,3,9.09,Placed
92,22,74,53,76,1,2,9.58,Placed
61,42,66,79,47,3,3,8.47,Placed
70,83,90,88,53,0,3,5.02,Placed
84,97,54,73,60,3,3,7.29,Placed
95,26,75,31,38,4,3,9.77,Placed
49,89,59,39,71,4,0,8.98,Placed
48,85,38,71,29,5,3,6.29,Placed
68,23,20,63,45,3,0,8.23,Placed
100,74,24,62,69,5,3,7.71,Placed
